date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:23:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2009%20Feb%202025%2003:23:02%20GMT	https://web.archive.org/web/20220113053809/https://krnl.ca/predocs	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20220113053809/https_/krnl.ca/predocs	(from https://web.archive.org/web/20220113053809/https://krnl.ca/)
06:23:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2009%20Feb%202025%2003:23:02%20GMT	https://web.archive.org/web/20220113053809/https://krnl.ca/invite	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20220113053809/https_/krnl.ca/invite	(from https://web.archive.org/web/20220113053809/https://krnl.ca/)
06:23:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2009%20Feb%202025%2003:23:03%20GMT	https://web.archive.org/web/20220113053809/https://krnl.ca/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20220113053809/https_/krnl.ca/cdn-cgi/l/email-protection	(from https://web.archive.org/web/20220113053809/https://krnl.ca/)
06:23:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2009%20Feb%202025%2003:23:03%20GMT	https://web.archive.org/web/20220113053809js_/https://krnl.ca/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20220113053809js_/https_/krnl.ca/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://web.archive.org/web/20220113053809/https://krnl.ca/)
06:23:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2009%20Feb%202025%2003:23:04%20GMT	https://web.archive.org/web/20220113235233im_/https://krnl.ca/images/images-Rectangle-grey.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20220113235233im_/https_/krnl.ca/images/images-Rectangle-grey.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:03	2570/2570	U--MCZ	200	updated ('OK')	application/javascript	date:Sun,%2009%20Feb%202025%2003:23:04%20GMT	https://web.archive.org/web/20220113235233js_/https://krnl.ca/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20220113235233js_/https_/krnl.ca/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://web.archive.org/web/20220113053809/https://krnl.ca/)
06:23:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Feb%202025%2003:23:04%20GMT	https://web.archive.org/web/20230302103846im_/https://krnl.ca/images/images-Rectangle-grey.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302103846im_/https_/krnl.ca/images/images-Rectangle-grey.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:05	151/151	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2009%20Feb%202025%2003:23:05%20GMT	https://web.archive.org/web/20230302103846im_/https://krnl.place/images/images-Rectangle-grey.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302103846im_/https_/krnl.place/images/images-Rectangle-grey.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2009%20Feb%202025%2003:23:06%20GMT	https://web.archive.org/web/20230302103846im_/https://krnl.place/.nexus/pipe?&reason=0&key=6LekVfYfAAAAABrOb8fA7RniuB3Yh_C2o7RnZhx_&destination=%2Fimages%2Fimages-Rectangle-grey.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302103846im_/https_/krnl.place/.nexus/pipe8446	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2009%20Feb%202025%2003:23:06%20GMT	https://web.archive.org/web/20220113235233im_/https://krnl.ca/images/images-get-in-t-bg.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20220113235233im_/https_/krnl.ca/images/images-get-in-t-bg.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:06	240648/240648	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2009%20Feb%202025%2003:23:06%20GMT	https://web.archive.org/web/20230302103847im_/https://krnl.place/.nexus/pipe/?&reason=0&key=6LekVfYfAAAAABrOb8fA7RniuB3Yh_C2o7RnZhx_&destination=%2Fimages%2Fimages-Rectangle-grey.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302103847im_/https_/krnl.place/.nexus/pipe/index8446.html	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Feb%202025%2003:23:07%20GMT	https://web.archive.org/web/20230302103942im_/https://krnl.ca/images/images-get-in-t-bg.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302103942im_/https_/krnl.ca/images/images-get-in-t-bg.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:08	151/151	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2009%20Feb%202025%2003:23:08%20GMT	https://web.archive.org/web/20230302103942im_/https://krnl.place/images/images-get-in-t-bg.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302103942im_/https_/krnl.place/images/images-get-in-t-bg.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2009%20Feb%202025%2003:23:08%20GMT	https://web.archive.org/web/20220113235233im_/https://krnl.ca/images/blog-bg-blog-hero.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20220113235233im_/https_/krnl.ca/images/blog-bg-blog-hero.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:09	240648/240648	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2009%20Feb%202025%2003:23:09%20GMT	https://web.archive.org/web/20230302103942im_/https://krnl.place/.nexus/pipe?&reason=0&key=6LekVfYfAAAAABrOb8fA7RniuB3Yh_C2o7RnZhx_&destination=%2Fimages%2Fimages-get-in-t-bg.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302103942im_/https_/krnl.place/.nexus/pipe7514.html	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Feb%202025%2003:23:09%20GMT	https://web.archive.org/web/20230302104147im_/https://krnl.ca/images/blog-bg-blog-hero.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302104147im_/https_/krnl.ca/images/blog-bg-blog-hero.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:09	151/151	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2009%20Feb%202025%2003:23:10%20GMT	https://web.archive.org/web/20230302104147im_/https://krnl.place/images/blog-bg-blog-hero.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302104147im_/https_/krnl.place/images/blog-bg-blog-hero.png	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
06:23:11	240648/240648	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2009%20Feb%202025%2003:23:11%20GMT	https://web.archive.org/web/20230302104147im_/https://krnl.place/.nexus/pipe?&reason=0&key=6LekVfYfAAAAABrOb8fA7RniuB3Yh_C2o7RnZhx_&destination=%2Fimages%2Fblog-bg-blog-hero.png	C:/My%20Web%20Sites/KRNL/web.archive.org/web/20230302104147im_/https_/krnl.place/.nexus/pipe3e95.html	(from https://web.archive.org/web/20220113235233cs_/https://krnl.ca/css/css-style.css)
